# Capture histories exported from 'OVpossumCH' 
# Sun Feb 03 4:05:25 p.m. 2019 
# Session ID Occasion Detector Sex Ageclass 
49 1283 1 4254 2 2
49 1300 3 4254 1 2
49 1660 4 4254 1 2
49 1300 5 4254 1 2
49 1407 1 4251 2 2
49 1283 2 4251 2 2
49 1152 3 4251 2 2
49 8912 1 3951 2 2
49 1665 2 3951 2 2
49 1502 3 3951 1 2
49 1665 4 3951 2 2
49 1295 2 3954 1 2
49 1295 3 3954 1 2
49 1295 4 3954 1 2
49 1407 5 3954 2 2
49 1152 1 3651 2 2
49 1502 2 3651 1 2
49 8912 5 3651 2 2
49 1636 1 3351 1 2
49 7941 2 3351 1 2
49 1665 3 3351 2 2
49 8912 3 3051 2 2
49 1502 4 3051 1 2
49 7941 5 3051 1 2
49 1295 1 3054 1 2
49 8912 2 3054 2 2
49 1295 5 3054 1 2
49 1598 1 2754 1 2
49 1659 2 2754 2 2
49 1232 3 2754 2 2
49 7941 4 2754 1 2
49 1666 5 2754 2 1
49 1507 2 2757 2 2
49 1232 5 2757 2 2
49 1232 1 3060 2 2
49 1559 4 3060 2 2
49 1545 5 3060 1 2
49 1586 2 3057 1 2
49 1407 3 3057 2 2
49 1598 4 3057 1 2
49 1580 5 3057 2 2
49 1665 1 3354 2 2
49 1598 2 3354 1 2
49 1662 3 3354 2 1
49 1407 4 3354 2 2
49 1598 5 3354 1 2
49 1407 2 3654 2 2
49 8912 4 3654 2 2
49 1219 3 3657 1 2
49 8651 4 3657 2 1
49 1283 5 3657 2 2
49 1219 1 3357 1 2
49 1580 2 3357 2 2
49 1507 4 3357 2 2
49 1678 5 3357 2 2
49 1453 2 3360 1 2
49 1240 2 3363 2 2
49 1361 3 3363 2 2
49 1361 5 3363 2 2
49 1545 1 3660 1 2
49 1390 2 3660 1 2
49 1219 2 3960 1 2
49 1545 3 3960 1 2
49 1559 5 3663 2 2
49 1172 3 3963 1 2
49 1390 4 3963 1 2
49 1671 5 3963 1 1
49 1395 1 3666 1 2
49 1198 2 3666 1 2
49 1681 5 3666 2 1
49 1075 1 3966 2 2
49 1423 2 3966 1 2
49 1075 3 3966 2 2
49 1664 4 3966 1 1
49 1664 5 3966 1 1
49 1075 2 3969 2 2
49 1589 3 3969 2 2
49 1556 4 3969 2 2
49 1589 5 3969 2 2
49 1556 3 3669 2 2
49 1075 4 3669 2 2
49 1556 5 3669 2 2
49 1361 2 3366 2 2
49 1331 3 3366 1 2
49 1361 4 3366 2 2
49 1589 1 3369 2 2
49 1191 2 3369 1 2
49 1146 3 3369 1 2
49 1075 5 3369 2 2
49 1191 1 3372 1 2
49 1488 2 3372 1 2
49 1586 1 3069 1 2
49 1421 2 3069 2 2
49 1191 5 3069 1 2
49 1146 2 3066 1 2
49 1495 3 3066 2 2
49 1607 5 3066 2 2
49 8651 1 3063 2 1
49 1607 2 3063 2 2
49 1559 3 3063 2 2
49 1240 5 3063 2 2
49 1452 2 3072 2 2
49 8826 2 3378 2 2
49 1536 4 3681 2 2
49 1380 1 3981 1 2
49 1380 3 3981 1 2
49 1469 1 4584 2 2
49 1613 2 4584 1 2
49 1675 4 4584 2 2
49 1397 5 4584 2 2
49 1613 1 4581 1 2
49 1647 2 4581 1 1
49 1675 5 4581 2 2
49 1156 2 4281 1 2
49 8405 4 4281 2 2
49 1543 1 3978 1 2
49 1287 3 3978 1 2
49 1156 4 3978 1 2
49 1651 5 3978 2 1
49 1260 3 3975 2 2
49 1260 4 3975 2 2
49 8826 5 3975 2 2
49 1287 1 3675 1 2
49 1673 3 3675 2 1
49 1064 1 3672 2 2
49 1586 4 3672 1 2
49 1546 5 3672 2 2
49 1546 2 3972 2 2
50 1584 1 5157 1 2
50 1584 2 5157 1 2
50 1530 4 5157 2 2
50 1494 5 5157 2 2
50 1215 2 5457 2 2
50 1215 5 5457 2 2
50 7724 1 5454 2 2
50 1567 2 5454 2 2
50 1215 3 5454 2 2
50 1531 5 5454 1 2
50 1330 1 5751 1 2
50 1531 2 5751 1 2
50 1567 3 5751 2 2
50 1215 4 5751 2 2
50 1307 1 5754 1 2
50 1635 4 5754 2 2
50 1215 1 5757 2 2
50 1307 3 5757 1 2
50 1716 4 5757 1 2
50 1307 5 5757 1 2
50 1244 5 6057 2 2
50 1599 3 6357 2 2
50 1091 4 6357 2 2
50 1642 1 6354 1 2
50 1716 1 6054 1 2
50 1642 3 6054 1 2
50 1455 1 6051 2 2
50 1599 2 6051 2 2
50 1337 2 6351 2 2
50 1497 4 6351 1 2
50 1309 1 6651 1 2
50 8552 2 6651 1 2
50 1309 4 6651 1 2
50 1022 1 6951 1 2
50 1091 1 7251 2 2
50 7712 3 7251 1 2
50 8458 4 7251 2 2
50 1605 1 7254 2 2
50 1571 3 7254 2 2
50 8052 4 7254 2 2
50 1441 1 7257 2 2
50 1276 1 6954 1 2
50 8077 2 6654 2 2
50 1091 3 6654 2 2
50 1309 5 6654 1 2
50 1603 2 6957 2 2
50 1605 3 6957 2 2
50 1276 4 6957 1 2
50 1022 5 6957 1 2
50 1248 1 7260 2 2
50 1590 4 7260 2 2
50 1593 1 7263 2 2
50 1459 2 7263 1 2
50 1441 3 7263 2 2
50 1620 5 7263 2 2
50 1532 4 6960 1 2
50 1276 5 6960 1 2
50 1590 1 6657 2 2
50 8574 1 6663 2 2
50 1532 2 6663 1 2
50 1306 3 6663 2 2
50 1318 1 6963 2 2
50 1593 2 6963 2 2
50 8574 3 6963 2 2
50 1459 4 6963 1 2
50 1439 1 7266 1 2
50 1620 2 7266 2 2
50 7700 3 7266 2 2
50 7634 5 7266 2 2
50 9911 1 7269 2 2
50 1626 3 7269 2 2
50 1323 4 7269 1 2
50 1091 2 6966 2 2
50 1593 3 6966 2 2
50 1620 4 6966 2 2
50 1593 4 6666 2 2
50 1306 5 6666 2 2
50 1312 1 6969 2 2
50 1323 1 7272 1 2
50 1463 2 7272 2 2
50 1323 3 7272 1 2
50 1564 4 7272 1 2
50 1638 5 7272 1 2
50 1620 1 6972 2 2
50 1312 3 6972 2 2
50 9911 4 6972 2 2
50 1323 5 6972 1 2
50 1439 5 6669 1 2
50 1175 2 6672 1 2
50 1596 4 6672 1 2
50 1311 1 6675 2 2
50 1596 2 6675 1 2
50 1441 4 6675 2 2
50 1175 5 6675 1 2
50 1573 2 6678 2 2
50 1324 3 6678 1 2
50 1324 4 6678 1 2
50 1324 5 6678 1 2
50 1443 2 6381 2 2
50 1685 3 6381 2 1
50 1649 4 6381 2 2
50 1685 2 6384 2 1
50 1649 3 6384 2 2
50 1690 4 6384 2 1
50 1324 1 6681 1 2
50 1324 2 6681 1 2
50 8681 4 6681 2 2
50 1573 5 6681 2 2
50 1252 1 6981 2 2
50 1319 2 6981 1 2
50 1311 3 6981 2 2
50 1311 5 6981 2 2
50 1086 1 7281 1 2
50 1609 2 7281 2 2
50 1645 3 7281 1 2
50 1197 4 7281 2 2
50 1609 5 7281 2 2
50 1687 3 7278 1 1
50 1371 4 7278 1 2
50 1252 5 7278 2 2
50 1461 2 6978 2 2
50 1197 3 6978 2 2
50 1311 4 6978 2 2
50 1197 5 6978 2 2
50 1197 2 7275 2 2
50 1463 3 7275 2 2
50 1175 3 6975 1 2
50 1175 4 6975 1 2
50 1312 5 6975 2 2
50 1614 1 5766 2 2
50 1414 2 5766 1 2
50 1538 3 5766 2 2
50 1414 4 5766 1 2
50 1473 1 5769 1 2
50 1614 2 5769 2 2
50 7717 3 5769 1 2
50 1614 4 5769 2 2
50 1630 1 5772 2 2
50 1479 2 5772 1 2
50 1614 3 5772 2 2
50 1533 4 5772 2 2
50 1218 2 5775 2 2
50 1479 3 5775 1 2
50 1479 4 5775 1 2
50 1387 1 5475 1 2
50 1296 2 5475 2 2
50 1483 4 5475 2 2
50 1479 5 5475 1 2
50 1621 1 5472 1 2
50 1303 2 5472 1 2
50 1606 1 5469 2 2
50 1455 4 5469 2 2
50 1303 1 5466 1 2
50 1555 2 5466 2 2
50 1455 3 5466 2 2
50 1205 4 5466 1 2
50 1116 1 5166 2 2
50 1634 2 5166 2 2
50 1222 3 5166 2 2
50 1341 4 5166 2 2
50 1341 5 5166 2 2
50 1634 1 5169 2 2
50 1634 3 5169 2 2
50 1634 4 5169 2 2
50 1634 5 5169 2 2
50 7634 1 5172 2 2
50 7453 2 5172 2 2
50 1153 3 5172 2 2
50 1296 4 5172 2 2
50 7508 5 5172 2 1
50 1619 2 5175 2 2
50 1296 3 5175 2 2
50 1383 4 5175 2 2
50 1383 5 5175 2 2
50 1383 1 4875 2 2
50 1637 2 4875 2 2
50 1383 3 4875 2 2
50 1553 4 4875 1 2
50 1231 5 4875 2 2
50 1429 2 4872 2 2
50 1096 3 4872 1 2
50 7453 4 4872 2 2
50 1222 1 4869 2 2
50 1153 2 4869 2 2
50 1476 3 4869 1 2
50 1303 4 4869 1 2
50 1096 5 4869 1 2
50 1552 1 4866 2 2
50 1222 2 4866 2 2
50 1303 3 4866 1 2
50 1222 5 4866 2 2
50 1264 1 4863 2 2
50 1361 2 4863 2 2
50 1341 3 4863 2 2
50 1222 4 4863 2 2
50 1206 5 4863 2 2
50 1361 1 4563 2 2
50 1677 2 4563 2 1
50 1496 3 4563 1 2
50 1496 4 4563 1 2
50 1361 5 4563 2 2
50 1360 1 4566 1 2
50 1471 3 4566 2 2
50 1360 4 4566 1 2
50 1096 1 4569 1 2
50 1552 2 4569 2 2
50 7453 3 4569 2 2
50 1552 4 4569 2 2
50 1616 5 4569 1 2
50 1616 2 4572 1 2
50 1552 3 4572 2 2
50 1096 4 4572 1 2
50 7453 5 4572 2 2
50 1208 1 4575 1 2
50 1553 3 4575 1 2
50 1640 4 4575 1 2
50 1208 5 4575 1 2
50 1383 2 4578 2 2
50 1231 3 4578 2 2
50 1208 4 4578 1 2
50 1525 5 4578 2 2
50 9921 1 4878 1 2
50 1675 4 4878 2 2
50 1553 5 4878 1 2
50 1296 1 5178 2 2
50 1296 5 5178 2 2
50 1548 1 5478 2 2
50 1483 2 5478 2 2
50 1305 3 5478 1 2
50 1686 4 5478 1 1
50 1625 5 5478 1 2
50 1611 2 5778 1 2
50 7726 3 5778 2 2
50 1548 4 5778 2 2
50 1477 1 6078 2 2
50 1425 3 6078 2 2
50 7726 4 6078 2 2
50 1611 5 6078 1 2
50 1483 1 6075 2 2
50 1425 2 6075 2 2
50 1439 3 6075 1 2
50 1425 4 6075 2 2
50 1425 1 6072 2 2
50 1481 2 6072 2 2
50 1449 3 6072 1 2
50 1643 5 6072 2 2
50 1170 2 6069 1 2
50 1414 3 6069 1 2
50 7717 4 6069 1 2
50 1414 5 6069 1 2
50 1414 1 6066 1 2
50 7717 2 6066 1 2
50 1170 4 6066 1 2
50 1538 5 6066 2 2
50 1082 1 6063 2 2
50 1082 2 6063 2 2
50 1269 3 6063 2 2
50 1082 4 6063 2 2
50 1269 1 5763 2 2
50 1365 3 5763 2 2
50 1365 5 5763 2 2
50 1206 2 5163 2 2
50 1206 3 5163 2 2
50 1206 4 5163 2 2
50 1555 5 5163 2 2
50 1533 1 4860 2 2
50 1278 3 4860 2 2
50 1264 4 4860 2 2
50 1278 5 4860 2 2
50 1278 2 4560 2 2
50 1595 4 4560 1 2
50 1677 5 4560 2 1
50 1230 1 4260 1 2
50 1361 3 4263 2 2
50 1361 4 4263 2 2
50 1496 5 4263 1 2
50 8482 3 4266 1 2
50 1589 4 4266 2 2
50 1423 5 4266 1 2
50 1496 2 4269 1 2
50 1172 3 4269 1 2
50 1491 4 4269 1 2
50 1552 5 4269 2 2
50 1484 1 4272 1 2
50 1287 2 4272 1 2
50 1471 4 4272 2 2
50 1231 1 4275 2 2
50 1640 2 4275 1 2
50 1468 3 4275 1 2
50 1572 4 4275 2 2
50 1468 5 4275 1 2
50 1553 1 4881 1 2
50 1675 3 4881 2 2
50 9921 4 4881 1 2
50 1525 1 4884 2 2
50 1469 2 4884 2 2
50 8826 3 4884 2 2
50 8826 4 4884 2 2
50 8826 5 4884 2 2
50 1675 1 5181 2 2
50 1548 3 5181 2 2
50 1633 1 5481 1 2
50 1675 5 5481 2 2
50 1477 3 5781 2 2
50 1284 1 6081 1 2
50 1284 4 6081 1 2
50 1477 5 6081 2 2
50 1249 1 6378 1 2
50 1443 3 6378 2 2
50 8541 4 6378 2 2
50 1654 1 6375 2 1
50 1540 3 6375 2 2
50 1443 4 6375 2 2
50 1425 5 6375 2 2
50 1170 1 6369 1 2
50 1318 3 6369 2 2
50 1439 4 6369 1 2
50 1593 5 6369 2 2
50 1538 1 6366 2 2
50 1470 2 6366 2 2
50 1170 5 6366 1 2
50 1680 1 6363 1 2
50 1538 2 6363 2 2
50 1082 5 6363 2 2
50 1497 1 6360 1 2
50 1590 2 6360 2 2
50 8077 3 6360 2 2
50 1603 5 6360 2 2
50 1455 2 6060 2 2
50 1269 4 6060 2 2
50 1497 5 6060 1 2
50 1365 2 5760 2 2
50 1082 3 5760 2 2
50 1365 4 5760 2 2
50 7503 1 5460 1 1
50 1341 2 5460 2 2
50 1531 4 5460 1 2
50 1584 5 5460 1 2
50 1341 1 5160 2 2
50 1530 2 5160 2 2
50 1264 3 5160 2 2
50 1153 4 5160 2 2
50 7724 5 5160 2 2
50 1559 1 4257 2 2
50 1533 2 4257 2 2
50 1677 3 4257 2 1
50 1278 4 4257 2 2
50 1300 5 4257 1 2
50 1283 1 4557 2 2
50 1595 3 4557 1 2
50 1533 5 4857 2 2
50 1567 4 5154 2 2
50 1657 5 5154 2 1
50 1494 1 5451 2 2
50 1657 3 5451 2 1
50 8427 4 5451 1 2
50 1584 3 5151 1 2
50 1594 5 5151 2 2
50 1418 1 4851 2 2
50 1594 3 4851 2 2
50 1494 4 4851 2 2
50 1567 5 4851 2 2
50 1665 1 4551 2 2
50 1330 3 4551 1 2
50 1657 4 4551 2 1
50 1567 1 4554 2 2
50 1489 2 4554 2 2
50 1580 4 4554 2 2
50 1301 1 4854 1 2
50 1494 2 4854 2 2
50 1683 3 4854 1 2
50 1418 4 4854 2 2
50 1530 5 4854 2 2
50 1498 1 4254 1 2
50 1665 2 4254 2 2
50 1498 4 4254 1 2
50 1598 1 4251 1 2
50 1295 2 4251 1 2
50 1598 3 4251 1 2
50 1598 4 4251 1 2
50 1660 5 4251 1 2
50 8912 1 3951 2 2
50 1283 2 3951 2 2
50 1502 3 3951 1 2
50 7941 4 3951 1 2
50 1295 5 3951 1 2
50 8912 2 3954 2 2
50 1565 3 3954 2 2
50 1502 5 3954 1 2
50 1295 1 3651 1 2
50 1502 4 3651 1 2
50 8912 5 3651 2 2
50 7941 1 3351 1 2
50 8912 4 3351 2 2
50 1636 1 3051 1 2
50 1456 5 3054 2 2
50 1219 4 2757 1 2
50 1232 1 3060 2 2
50 1407 1 3057 2 2
50 1559 3 3057 2 2
50 1545 4 3057 1 2
50 1232 5 3057 2 2
50 1407 2 3354 2 2
50 1295 4 3354 1 2
50 1559 2 3654 2 2
50 1283 3 3654 2 2
50 1565 4 3654 2 2
50 1407 5 3654 2 2
50 1219 1 3657 1 2
50 8488 2 3657 1 2
50 1283 5 3657 2 2
50 1655 2 3957 2 1
50 1407 3 3957 2 2
50 1666 1 3357 2 1
50 1259 2 3357 2 2
50 1232 3 3357 2 2
50 1283 4 3357 2 2
50 1219 5 3357 1 2
50 1453 1 3360 1 2
50 1453 2 3360 1 2
50 1198 3 3360 1 2
50 1453 5 3360 1 2
50 1607 1 3363 2 2
50 1331 5 3363 1 2
50 1655 1 3660 2 1
50 1559 5 3660 2 2
50 8488 4 3960 1 2
50 1230 5 3960 1 2
50 1628 2 3663 1 2
50 1390 3 3663 1 2
50 1628 4 3663 1 2
50 1198 1 3963 1 2
50 1495 2 3963 2 2
50 1589 3 3963 2 2
50 1232 4 3963 2 2
50 1691 5 3963 2 2
50 1172 2 3666 1 2
50 1423 3 3666 1 2
50 1198 4 3666 1 2
50 8482 5 3666 1 2
50 1589 2 3966 2 2
50 1172 4 3966 1 2
50 1198 5 3966 1 2
50 1146 2 3969 1 2
50 1589 5 3969 2 2
50 1172 1 3669 1 2
50 1191 2 3669 1 2
50 1395 4 3669 1 2
50 1421 3 3366 2 2
50 1607 4 3366 2 2
50 1421 1 3369 2 2
50 1146 4 3369 1 2
50 1607 5 3369 2 2
50 1628 1 3069 1 2
50 8651 4 3066 2 1
50 1395 1 3063 1 2
50 1488 4 3063 1 2
50 1191 1 3072 1 2
50 1064 2 3072 2 2
50 1452 4 3072 2 2
50 1064 3 3075 2 2
50 1064 4 3075 2 2
50 1536 3 3378 2 2
50 1380 3 3681 1 2
50 1380 4 3681 1 2
50 1260 1 3984 2 2
50 1536 2 3984 2 2
50 1260 3 3984 2 2
50 1536 4 3984 2 2
50 1064 5 3981 2 2
50 8826 2 4284 2 2
50 1409 3 4284 1 2
50 1613 2 4584 1 2
50 1543 5 4584 1 2
50 1469 3 4581 2 2
50 1469 4 4581 2 2
50 1624 1 4281 1 2
50 1543 4 4281 1 2
50 1260 2 3978 2 2
50 1260 5 3978 2 2
50 1380 1 3975 1 2
50 1468 2 3975 1 2
50 7508 4 3975 2 1
50 1287 5 3975 1 2
50 1536 1 3675 2 2
50 1536 5 3675 2 2
50 1471 2 3672 2 2
50 1586 3 3672 1 2
50 1287 4 3672 1 2
50 1191 5 3672 1 2
50 1471 1 3972 2 2
50 1491 2 3972 1 2
50 1484 3 3972 1 2
50 1484 5 3972 1 2
51 1567 1 5157 2 2
51 1555 3 5457 2 2
51 1567 3 5454 2 2
51 1567 4 5454 2 2
51 1567 5 5454 2 2
51 1531 1 5751 1 2
51 1531 2 5751 1 2
51 1531 4 5751 1 2
51 1531 5 5751 1 2
51 1331 2 5754 1 2
51 1635 4 5754 2 2
51 1635 2 5757 2 2
51 1716 1 6057 1 2
51 1337 2 6057 2 2
51 1307 5 6057 1 2
51 1497 1 6357 1 2
51 1619 3 6357 2 2
51 1497 5 6354 1 2
51 1337 5 6054 2 2
51 1602 2 6051 2 2
51 1642 1 6351 1 2
51 1599 3 6351 2 2
51 1309 1 6651 1 2
51 1603 2 6651 2 2
51 1605 1 6951 2 2
51 7712 2 6951 1 2
51 1700 2 7251 1 2
51 1623 4 7254 2 2
51 8458 5 7254 2 2
51 1619 1 7257 2 2
51 1605 5 6954 2 2
51 8574 1 6654 2 2
51 1309 5 6654 1 2
51 1318 2 6957 2 2
51 1441 4 6957 2 2
51 1590 5 6957 2 2
51 1306 2 7260 2 2
51 1593 1 7263 2 2
51 1318 3 7263 2 2
51 1593 4 7263 2 2
51 1470 3 6960 2 2
51 1680 1 6657 1 2
51 1603 4 6657 2 2
51 1590 1 6660 2 2
51 1593 2 6663 2 2
51 1532 1 6963 1 2
