# Habitat mask points exported from tmp
# Wed Nov 06 8:22:04 a.m. 2019 
x y c1 c2
657.89 290.7 0.190803718753159 0.225415018619969
665.23 290.7 0.208466030890122 0.364780290750787
672.58 290.7 0.407222950365394 0.384346187813208
679.92 290.7 0.0164065866265446 0.641053376486525
687.27 290.7 0.769710829714313 0.371832079952583
694.61 290.7 0.469948338810354 0.614634374389425
298.05 298.05 0.311727323103696 0.73810378042981
305.39 298.05 0.375417800387368 0.914131297497079
312.73 298.05 0.277937535196543 0.585329978959635
320.08 298.05 0.696554365567863 0.696680659195408
327.42 298.05 0.339618740137666 0.648739648750052
334.77 298.05 0.375213587889448 0.793713974300772
342.11 298.05 0.0301515983883291 0.874880680814385
349.45 298.05 0.691132278880104 0.852835698518902
356.8 298.05 0.187846780288965 0.773876629536971
364.14 298.05 0.347258295631036 0.843633761396632
371.48 298.05 0.990779673447832 0.412833399139345
378.83 298.05 0.874003379140049 0.0305468402802944
386.17 298.05 0.313798830611631 0.860653939424083
393.52 298.05 0.392755499109626 0.485287328017876
400.86 298.05 0.317450940376148 0.204308328684419
408.2 298.05 0.950469876639545 0.0645912648178637
415.55 298.05 0.0293507091701031 0.715813297312707
422.89 298.05 0.783400906715542 0.470031416742131
430.23 298.05 0.978229384869337 0.536125386366621
437.58 298.05 0.077668005367741 0.342838195618242
444.92 298.05 0.162713128142059 0.75911859725602
452.27 298.05 0.773059124825522 0.668533840915188
459.61 298.05 0.807350751943886 0.673120471648872
466.95 298.05 0.805490753613412 0.9806800596416
474.3 298.05 0.587920071091503 0.76102123525925
481.64 298.05 0.963885861448944 0.82452870416455
488.98 298.05 0.482553157024086 0.162394833983853
496.33 298.05 0.162015791749582 0.54214507364668
503.67 298.05 0.959404026856646 0.953943332424387
511.02 298.05 0.909888993017375 0.674187714233994
518.36 298.05 0.891942713642493 0.900538915535435
525.7 298.05 0.615793381817639 0.576004521688446
533.05 298.05 0.896865441231057 0.0939177463296801
540.39 298.05 0.192916204221547 0.496232804842293
547.73 298.05 0.358627968002111 0.890262597939
555.08 298.05 0.0458781805355102 0.706969607388601
562.42 298.05 0.624679863452911 0.942743529565632
569.77 298.05 0.359536990057677 0.865608046529815
577.11 298.05 0.907149573089555 0.883433625800535
584.45 298.05 0.943664286518469 0.791041076183319
591.8 298.05 0.969058548100293 0.465653304941952
599.14 298.05 0.802538631949574 0.672092590946704
606.48 298.05 0.56521721649915 0.55758017860353
613.83 298.05 0.133878389839083 0.974453187780455
621.17 298.05 0.573101606918499 0.0864428756758571
628.52 298.05 0.472628272604197 0.299217217601836
635.86 298.05 0.0163164865225554 0.586331475758925
643.2 298.05 0.310182773740962 0.348871032008901
650.55 298.05 0.137894300743937 0.975769119337201
657.89 298.05 0.082739541772753 0.633902725065127
665.23 298.05 0.37583728111349 0.84503350360319
672.58 298.05 0.631719422759488 0.37718499568291
679.92 298.05 0.498995818197727 0.258664747467265
687.27 298.05 0.524110408499837 0.798208093736321
694.61 298.05 0.757611074950546 0.960772300837561
701.95 298.05 0.480988904600963 0.269304861081764
290.7 305.39 0.257657049456611 0.430326221277937
298.05 305.39 0.549977444810793 0.502961114048958
305.39 305.39 0.641310453880578 0.126572392415255
312.73 305.39 0.264976980397478 0.141388514079154
320.08 305.39 0.722403966356069 0.789531283546239
327.42 305.39 0.727033874252811 0.885274523869157
334.77 305.39 0.789323912467808 0.288433982757851
342.11 305.39 0.241518020862713 0.552174983546138
349.45 305.39 0.0770032433792949 0.147604931844398
356.8 305.39 0.461618119850755 0.46595632750541
364.14 305.39 0.259183528134599 0.789201644482091
371.48 305.39 0.433438127860427 0.96594212227501
378.83 305.39 0.97254121908918 0.1144224551972
386.17 305.39 0.427522960584611 0.544450655346736
393.52 305.39 0.83347217226401 0.511883275583386
400.86 305.39 0.595304822316393 0.995379624189809
408.2 305.39 0.166954012354836 0.417257243767381
415.55 305.39 0.525175691815093 0.0466635189950466
422.89 305.39 0.574935520300642 0.256761871976778
430.23 305.39 0.551790406228974 0.0385653711855412
437.58 305.39 0.194369022501633 0.660051763756201
444.92 305.39 0.184482915094122 0.974197250790894
452.27 305.39 0.337534610414878 0.251582217169926
459.61 305.39 0.172072430839762 0.858414440881461
466.95 305.39 0.131648162612692 0.926783926552162
474.3 305.39 0.936699276790023 0.780527298571542
481.64 305.39 0.412553530419245 0.987030506134033
488.98 305.39 0.644626029068604 0.752437708200887
496.33 305.39 0.228968318086118 0.738250217167661
503.67 305.39 0.966974679613486 0.52336581191048
511.02 305.39 0.877891002921388 0.392410224769264
518.36 305.39 0.544010504148901 0.554835366085172
525.7 305.39 0.851109405513853 0.637181984027848
533.05 305.39 0.428105741739273 0.39741667243652
540.39 305.39 0.493025250965729 0.796333054779097
547.73 305.39 0.951771607855335 0.701143407728523
555.08 305.39 0.194825875107199 0.415885727386922
562.42 305.39 0.799554063240066 0.951529041398317
569.77 305.39 0.0611196681857109 0.111324252793565
577.11 305.39 0.9461497918237 0.205774888629094
584.45 305.39 0.905702026793733 0.719381115632132
591.8 305.39 0.144650452071801 0.264875201508403
599.14 305.39 0.766090940916911 0.0456642645876855
606.48 305.39 0.406861741561443 0.0778354168869555
613.83 305.39 0.420748276403174 0.0806905431672931
621.17 305.39 0.455606843810529 0.114547743927687
628.52 305.39 0.893952535232529 0.734598048729822
635.86 305.39 0.191659578820691 0.157243345398456
643.2 305.39 0.546893107704818 0.136857482837513
650.55 305.39 0.803733618697152 0.384408480720595
657.89 305.39 0.0389214365277439 0.978140636347234
665.23 305.39 0.527205214370042 0.105527761392295
672.58 305.39 0.392874082783237 0.295774949714541
679.92 305.39 0.474388010799885 0.603691056370735
687.27 305.39 0.0449911451432854 0.886921364115551
694.61 305.39 0.0408429023809731 0.410033093998209
701.95 305.39 0.899065949488431 0.496797147439793
709.3 305.39 0.0923162756953388 0.535609616432339
283.36 312.73 0.745813325513154 0.585292163072154
290.7 312.73 0.387238594237715 0.223667867248878
298.05 312.73 0.625383582431823 0.834267780650407
305.39 312.73 0.398827129742131 0.222801143769175
312.73 312.73 0.766719598788768 0.549510013777763
320.08 312.73 0.215854136040434 0.979378948220983
327.42 312.73 0.782084852922708 0.28278028476052
334.77 312.73 0.962142251199111 0.252631169045344
342.11 312.73 0.819009558996186 0.183151684235781
349.45 312.73 0.558497587684542 0.532714670524001
356.8 312.73 0.565589335048571 0.682118772296235
364.14 312.73 0.376785842934623 0.833388851489872
371.48 312.73 0.166443452471867 0.0387066160328686
378.83 312.73 0.93664462887682 0.0838978493120521
386.17 312.73 0.706114654196426 0.219989887205884
393.52 312.73 0.842115144478157 0.951833800412714
400.86 312.73 0.502749684965238 0.389620997244492
408.2 312.73 0.401266254717484 0.3353737143334
415.55 312.73 0.0692077130079269 0.361522371415049
422.89 312.73 0.141164066968486 0.522884377511218
430.23 312.73 0.789497438585386 0.682991448557004
437.58 312.73 0.504818744258955 0.20577254681848
444.92 312.73 0.794536352390423 0.26220661518164
452.27 312.73 0.63100859685801 0.171329760923982
459.61 312.73 0.982226968742907 0.981750285951421
466.95 312.73 0.741578123299405 0.887884329771623
474.3 312.73 0.817925200797617 0.180268839932978
481.64 312.73 0.556546237785369 0.13562151696533
488.98 312.73 0.915815956424922 0.0954534132033587
496.33 312.73 0.355666114250198 0.0751065323129296
503.67 312.73 0.0579367794562131 0.91236905218102
511.02 312.73 0.511378849623725 0.780544602544978
518.36 312.73 0.470078634331003 0.610238181427121
525.7 312.73 0.167238324182108 0.330760924145579
533.05 312.73 0.895552935777232 0.145863017300144
540.39 312.73 0.165087882662192 0.448001348180696
547.73 312.73 0.15992290363647 0.189651753986254
555.08 312.73 0.929155890829861 0.639631779398769
562.42 312.73 0.0875542757567018 0.580270849633962
569.77 312.73 0.843671245267615 0.290257229935378
577.11 312.73 0.471924880053848 0.952449248870835
584.45 312.73 0.221886860672385 0.670267114648595
591.8 312.73 0.675373425707221 0.98662994382903
599.14 312.73 0.219166012713686 0.512830334249884
606.48 312.73 0.231429066043347 0.521523299161345
613.83 312.73 0.738902689190581 0.991690665716305
621.17 312.73 0.16383871040307 0.216827363939956
628.52 312.73 0.960341828875244 0.249482271727175
635.86 312.73 0.687592350877821 0.844846561085433
643.2 312.73 0.261538175633177 0.683064019307494
650.55 312.73 0.348901052959263 0.588191045448184
657.89 312.73 0.409315151395276 0.0609883132856339
665.23 312.73 0.993770617758855 0.507954421918839
672.58 312.73 0.849440013291314 0.336554020643234
679.92 312.73 0.196259201271459 0.520269798114896
687.27 312.73 0.45353091484867 0.860617586644366
694.61 312.73 0.0660935596097261 0.902585278032348
701.95 312.73 0.407657832140103 0.697506812633947
709.3 312.73 0.835481919813901 0.484613254433498
716.64 312.73 0.587521726032719 0.479162397328764
276.02 320.08 0.17571010813117 0.935935139656067
283.36 320.08 0.310534247430041 0.237886569695547
290.7 320.08 0.871402628021315 0.442383129615337
298.05 320.08 0.522701403591782 0.522833676310256
305.39 320.08 0.582238812930882 0.135787900537252
312.73 320.08 0.853383270325139 0.885366496164352
320.08 320.08 0.605764836538583 0.639879207359627
327.42 320.08 0.350208390504122 0.263193336781114
334.77 320.08 0.104791717370972 0.591055883094668
342.11 320.08 0.691211151424795 0.97892782301642
349.45 320.08 0.547857719939202 0.457587170181796
356.8 320.08 0.125801690388471 0.128042995231226
364.14 320.08 0.0912546517793089 0.970391858601943
371.48 320.08 0.664968811906874 0.692392541794106
378.83 320.08 0.0442296115215868 0.0810873655136675
386.17 320.08 0.191295501543209 0.0182707032654434
393.52 320.08 0.593807107070461 0.122713038930669
400.86 320.08 0.0213466184213758 0.454644728917629
408.2 320.08 0.468341094674543 0.581953334854916
415.55 320.08 0.888577855890617 0.972505780635402
422.89 320.08 0.954616193193942 0.189224424306303
430.23 320.08 0.51188112096861 0.832444288302213
437.58 320.08 0.22449397156015 0.190838589332998
444.92 320.08 0.0672136459033936 0.847952399868518
452.27 320.08 0.831326488405466 0.273879528045654
459.61 320.08 0.939561758888885 0.0264387971255928
466.95 320.08 0.283931348938495 0.642506341449916
474.3 320.08 0.836970909731463 0.448888352140784
481.64 320.08 0.758848272496834 0.87598090316169
488.98 320.08 0.655185225885361 0.283424785826355
496.33 320.08 0.804493479663506 0.712279826868325
503.67 320.08 0.686615510610864 0.528340175515041
511.02 320.08 0.672677393537015 0.043727494077757
518.36 320.08 0.982232522917911 0.330252369167283
525.7 320.08 0.940580789931118 0.053104896331206
533.05 320.08 0.58368967846036 0.217328975675628
540.39 320.08 0.569927522912621 0.806625971803442
547.73 320.08 0.803653912153095 0.30558512522839
555.08 320.08 0.827541279606521 0.951816684799269
562.42 320.08 0.88578784535639 0.504233712330461
569.77 320.08 0.629899674328044 0.561414931667969
577.11 320.08 0.976630014134571 0.733747265068814
584.45 320.08 0.865303402068093 0.242733435705304
591.8 320.08 0.267822209512815 0.269760680152103
599.14 320.08 0.388834091136232 0.836553349625319
606.48 320.08 0.479484925512224 0.322857455350459
613.83 320.08 0.534346044296399 0.238944705808535
621.17 320.08 0.464732613880187 0.106098999269307
628.52 320.08 0.643593134125695 0.573948386590928
635.86 320.08 0.833097228314728 0.782864221837372
643.2 320.08 0.661193379666656 0.665426349034533
650.55 320.08 0.280430316459388 0.43688062694855
657.89 320.08 0.201780377887189 0.76763333985582
665.23 320.08 0.661405443679541 0.10209200065583
672.58 320.08 0.662726033246145 0.345013068988919
679.92 320.08 0.823602137854323 0.246019814629108
687.27 320.08 0.56520680966787 0.310318213654682
694.61 320.08 0.704499805811793 0.635170878842473
701.95 320.08 0.153605541214347 0.702373695094138
709.3 320.08 0.384191546589136 0.655249654781073
716.64 320.08 0.596962976036593 0.117222605273128
723.98 320.08 0.327342896256596 0.132247114088386
276.02 327.42 0.32651667483151 0.873547014314681
283.36 327.42 0.157507990021259 0.823201258666813
290.7 327.42 0.51495907548815 0.603646828094497
298.05 327.42 0.849159181816503 0.59926144592464
305.39 327.42 0.664553923765197 0.991667670197785
312.73 327.42 0.590115555562079 0.866947091184556
320.08 327.42 0.415726838866249 0.918881532503292
327.42 327.42 0.674415996996686 0.291631640400738
334.77 327.42 0.439870883477852 0.143161310814321
342.11 327.42 0.544182705692947 0.383399383630604
349.45 327.42 0.360693546244875 0.581729775527492
356.8 327.42 0.267232151236385 0.952582476660609
364.14 327.42 0.984301900025457 0.807338811922818
371.48 327.42 0.941422326024622 0.463475277880207
378.83 327.42 0.410511726047844 0.968969913199544
386.17 327.42 0.734201593091711 0.571083476999775
393.52 327.42 0.552721847081557 0.746176864719018
400.86 327.42 0.615882343845442 0.31785184959881
408.2 327.42 0.581063961843029 0.758217939408496
415.55 327.42 0.357183300890028 0.38142817444168
422.89 327.42 0.274998953333125 0.296593159902841
430.23 327.42 0.852721485076472 0.833507447037846
437.58 327.42 0.24444242939353 0.16517956322059
444.92 327.42 0.879715861752629 0.33034844417125
452.27 327.42 0.593543676426634 0.578561572125182
459.61 327.42 0.917054073652253 0.245096136117354
466.95 327.42 0.49380655027926 0.132758859544992
474.3 327.42 0.141797322314233 0.113300238503143
481.64 327.42 0.955972160212696 0.60238052578643
488.98 327.42 0.599241489777341 0.335295159835368
496.33 327.42 0.553441989701241 0.447799157351255
503.67 327.42 0.544713027542457 0.727995067369193
511.02 327.42 0.0420522931963205 0.126064979238436
518.36 327.42 0.246225958457217 0.370323562528938
525.7 327.42 0.731321895029396 0.698581113480031
533.05 327.42 0.0251393830403686 0.917721924139187
540.39 327.42 0.674790945602581 0.969605376711115
547.73 327.42 0.567364416550845 0.13034053822048
555.08 327.42 0.0076643752399832 0.798031548969448
562.42 327.42 0.574688055552542 0.711370490724221
569.77 327.42 0.945335845462978 0.911046442342922
577.11 327.42 0.585185951553285 0.259041615063325
584.45 327.42 0.748752071289346 0.0095388307236135
591.8 327.42 0.803059538826346 0.615051173139364
599.14 327.42 0.856774481013417 0.012993392534554
606.48 327.42 0.346529811155051 0.684443564387038
613.83 327.42 0.150691369082779 0.561161289457232
621.17 327.42 0.586946747265756 0.254700043005869
628.52 327.42 0.82116809184663 0.980736793484539
635.86 327.42 0.140334523748606 0.118014613399282
643.2 327.42 0.882685536984354 0.149359906325117
650.55 327.42 0.898896632483229 0.430277656530961
657.89 327.42 0.964868372539058 0.312316037947312
665.23 327.42 0.519131737528369 0.307976396987215
672.58 327.42 0.637847085017711 0.872311519691721
679.92 327.42 0.164025561185554 0.221516245277599
687.27 327.42 0.614515593275428 0.0577697365079075
694.61 327.42 0.255263708997518 0.351318162865937
701.95 327.42 0.717508397065103 0.385093106655404
709.3 327.42 0.47879182593897 0.622687972849235
716.64 327.42 0.236784316599369 0.501181847415864
723.98 327.42 0.765124168945476 0.0231144155841321
276.02 334.77 0.709920488065109 0.913251246325672
283.36 334.77 0.161427976563573 0.208135172259063
290.7 334.77 0.376661041518673 0.170912765199319
298.05 334.77 0.479964846745133 0.435536852572113
305.39 334.77 0.976554099470377 0.697107407264411
312.73 334.77 0.618479698197916 0.170008381828666
320.08 334.77 0.21005520876497 0.268424340290949
327.42 334.77 0.117855466669425 0.0693468402605504
334.77 334.77 0.75829666457139 0.810142649104819
342.11 334.77 0.177040299633518 0.49199602776207
349.45 334.77 0.637814835878089 0.512588914250955
356.8 334.77 0.402289571706206 0.403406305471435
364.14 334.77 0.458905186969787 0.827597892377526
371.48 334.77 0.675676410552114 0.664044304285198
378.83 334.77 0.946428372757509 0.311311564408243
386.17 334.77 0.887202745536342 0.675135595258325
393.52 334.77 0.866510914871469 0.176983520854264
400.86 334.77 0.851329486584291 0.0874874929431826
408.2 334.77 0.342436051229015 0.043813306838274
415.55 334.77 0.877259451430291 0.161117065697908
422.89 334.77 0.493851255392656 0.882474675541744
430.23 334.77 0.276343255070969 0.646334127755836
437.58 334.77 0.79865941638127 0.0493596764281392
444.92 334.77 0.656484228791669 0.767192458501086
452.27 334.77 0.480421589454636 0.297492065001279
459.61 334.77 0.914065222721547 0.332874387037009
466.95 334.77 0.421317555243149 0.747077426640317
474.3 334.77 0.667877199361101 0.911332639167085
481.64 334.77 0.776712532155216 0.781398631166667
488.98 334.77 0.440473075024784 0.723975495435297
496.33 334.77 0.124063959810883 0.745057560037822
503.67 334.77 0.295490824617445 0.68006853107363
511.02 334.77 0.182745954487473 0.68511176831089
518.36 334.77 0.466504980577156 0.434406337328255
525.7 334.77 0.350349336396903 0.969485743902624
533.05 334.77 0.291108480421826 0.657483795192093
540.39 334.77 0.0386991347186267 0.278514710953459
547.73 334.77 0.293267488945276 0.933635023422539
555.08 334.77 0.361435560276732 0.258907687151805
562.42 334.77 0.637863446259871 0.148347724694759
569.77 334.77 0.259136655600742 0.41486596968025
577.11 334.77 0.761999992653728 0.0938081312924623
584.45 334.77 0.760440446902066 0.825230153510347
591.8 334.77 0.474980059778318 0.15708084218204
599.14 334.77 0.821941475849599 0.30050860112533
606.48 334.77 0.17805164353922 0.830208220519125
613.83 334.77 0.0945839018095285 0.980861074524
621.17 334.77 0.667664196807891 0.794819945702329
628.52 334.77 0.498947616899386 0.0085352857131511
635.86 334.77 0.245673518395051 0.506695369258523
643.2 334.77 0.626456683501601 0.217362495837733
650.55 334.77 0.81210509641096 0.401598160853609
657.89 334.77 0.26453925203532 0.719780266750604
665.23 334.77 0.967328713741153 0.62341394671239
672.58 334.77 0.50599580979906 0.361493159784004
679.92 334.77 0.565957220736891 0.249593897489831
687.27 334.77 0.611697080312297 0.335806648014113
694.61 334.77 0.666296284412965 0.352040904574096
701.95 334.77 0.643242324469611 0.2235146923922
709.3 334.77 0.45573379099369 0.867878296645358
716.64 334.77 0.0140677781309932 0.40064337127842
723.98 334.77 0.64935958199203 0.229586685076356
268.67 342.11 0.0203970859292895 0.817288686987013
276.02 342.11 0.251508871326223 0.000236388528719544
283.36 342.11 0.0925070613157004 0.748140535317361
290.7 342.11 0.540147726656869 0.523059400497004
298.05 342.11 0.657656855881214 0.440111310454085
305.39 342.11 0.00584222842007875 0.0925385220907629
312.73 342.11 0.528308131732047 0.263179045869038
320.08 342.11 0.227726039011031 0.852798911044374
327.42 342.11 0.392810402205214 0.209487049840391
334.77 342.11 0.618718809681013 0.359294632915407
342.11 342.11 0.124193587573245 0.545233837328851
349.45 342.11 0.935104123316705 0.607104231137782
356.8 342.11 0.820667535765097 0.17698984243907
364.14 342.11 0.0450402451679111 0.835305670043454
371.48 342.11 0.19614972290583 0.480261235963553
